Age,Team,Group,Position,Name,DOB,Caps,Goals,Country and Club
29,Peru,C,DF,Christian Ramos,04-11-88,63,3,Mexico Veracruz
28,Peru,C,DF,Luis Advíncula,02-03-90,62,0,Mexico Lobos BUAP
23,Peru,C,DF,Miguel Araujo,24-10-94,2,0,Peru Alianza Lima
25,Peru,C,DF,Miguel Trauco,25-08-92,24,0,Brazil Flamengo
23,Peru,C,DF,Nilson Loyola,26-10-94,3,0,Peru FBC Melgar
27,Peru,C,FW,André Carrillo,14-06-91,42,4,England Watford
23,Peru,C,FW,Andy Polo,29-09-94,15,1,United States Portland Timbers
33,Peru,C,FW,Jefferson Farfán,26-10-84,81,24,Russia Lokomotiv Moscow
34,Peru,C,FW,Paolo Guerrero (captain),01-01-84,87,34,Brazil Flamengo
27,Peru,C,FW,Paolo Hurtado,27-07-90,29,3,Portugal Vitória de Guimarães
27,Peru,C,FW,Raúl Ruidíaz,25-07-90,29,4,Mexico Morelia
26,Peru,C,GK,Carlos Cáceda,27-09-91,4,0,Peru Deportivo Municipal
32,Peru,C,GK,José Carvallo,01-03-86,5,0,Peru UTC
28,Peru,C,GK,Pedro Gallese,23-04-90,36,0,Mexico Veracruz
26,Peru,C,MF,Christian Cueva,23-11-91,41,7,Brazil São Paulo
24,Peru,C,MF,Edison Flores,14-05-94,26,9,Denmark AaB
23,Peru,C,MF,Pedro Aquino,13-04-95,10,0,Mexico Lobos BUAP
22,Peru,C,MF,Renato Tapia,28-07-95,20,1,Netherlands Feyenoord
23,Peru,C,MF,Wilder Cartagena,23-09-94,2,0,Mexico Veracruz
28,Peru,C,MF,Yoshimar Yotún,07-04-90,70,2,United States Orlando City
31,Argentina,D,DF,Cristian Ansaldi,20-09-86,5,0,Italy Torino
27,Argentina,D,DF,Eduardo Salvio,13-07-90,8,0,Portugal Benfica
31,Argentina,D,DF,Federico Fazio,30-01-87,8,1,Italy Roma
31,Argentina,D,DF,Gabriel Mercado,18-03-87,20,3,Spain Sevilla
34,Argentina,D,DF,Javier Mascherano,08-06-84,142,3,China Hebei China Fortune
26,Argentina,D,DF,Marcos Acuña,28-10-91,9,0,Portugal Sporting CP
27,Argentina,D,DF,Marcos Rojo,28-11-90,55,2,England Manchester United
29,Argentina,D,DF,Nicolás Otamendi,05-07-88,53,4,England Manchester City
25,Argentina,D,DF,Nicolás Tagliafico,31-08-92,3,0,Netherlands Ajax
30,Argentina,D,FW,Gonzalo Higuaín,10-12-87,70,31,Italy Juventus
30,Argentina,D,FW,Lionel Messi (captain),24-06-87,123,61,Spain Barcelona
24,Argentina,D,FW,Paulo Dybala,15-11-93,12,0,Italy Juventus
30,Argentina,D,FW,Sergio Agüero,02-06-88,84,36,England Manchester City
31,Argentina,D,GK,Franco Armani,16-10-86,0,0,Argentina River Plate
32,Argentina,D,GK,Nahuel Guzmán,10-02-86,6,0,Mexico UANL
36,Argentina,D,GK,Willy Caballero,28-09-81,2,0,England Chelsea
30,Argentina,D,MF,Ángel Di María,21-05-88,93,19,France Paris Saint-Germain
22,Argentina,D,MF,Cristian Pavón,21-01-96,4,0,Argentina Boca Juniors
29,Argentina,D,MF,Éver Banega,29-06-88,61,6,Spain Sevilla
22,Argentina,D,MF,Giovani Lo Celso,09-04-96,4,0,France Paris Saint-Germain
32,Argentina,D,MF,Lucas Biglia,30-01-86,36,1,Italy Milan
25,Argentina,D,MF,Manuel Lanzini,13-02-93,3,1,England West Ham United
26,Argentina,D,MF,Maximiliano Meza,15-01-92,1,0,Argentina Independiente
28,Croatia,D,DF,Dejan Lovren,05-07-89,37,2,England Liverpool
29,Croatia,D,DF,Domagoj Vida,29-04-89,57,2,Turkey Be?ikta?
21,Croatia,D,DF,Duje ?aleta-Car,17-09-96,0,0,Austria Red Bull Salzburg
30,Croatia,D,DF,Ivan Strini?,17-07-87,42,0,Italy Sampdoria
29,Croatia,D,DF,Josip Pivari?,30-01-89,19,0,Ukraine Dynamo Kyiv
26,Croatia,D,DF,Šime Vrsaljko,10-01-92,34,0,Spain Atlético Madrid
22,Croatia,D,DF,Tin Jedvaj,28-11-95,10,0,Germany Bayer Leverkusen
32,Croatia,D,DF,Vedran ?orluka,05-02-86,97,4,Russia Lokomotiv Moscow
26,Croatia,D,FW,Andrej Kramari?,19-06-91,29,8,Germany 1899 Hoffenheim
24,Croatia,D,FW,Ante Rebi?,21-09-93,14,1,Germany Eintracht Frankfurt
29,Croatia,D,FW,Ivan Periši?,02-02-89,64,17,Italy Internazionale
32,Croatia,D,FW,Mario Mandžuki?,21-05-86,82,30,Italy Juventus
23,Croatia,D,FW,Marko Pjaca,06-05-95,15,1,Germany Schalke 04
30,Croatia,D,FW,Nikola Kalini?,05-01-88,41,15,Italy Milan
33,Croatia,D,GK,Danijel Subaši?,27-10-84,36,0,France Monaco
23,Croatia,D,GK,Dominik Livakovi?,09-01-95,1,0,Croatia Dinamo Zagreb
28,Croatia,D,GK,Lovre Kalini?,03-04-90,10,0,Belgium Gent
26,Croatia,D,MF,Filip Bradari?,11-01-92,3,0,Croatia Rijeka
30,Croatia,D,MF,Ivan Rakiti?,10-03-88,90,14,Spain Barcelona
32,Croatia,D,MF,Luka Modri? (captain),09-09-85,104,12,Spain Real Madrid
25,Croatia,D,MF,Marcelo Brozovi?,16-11-92,33,6,Italy Internazionale
24,Croatia,D,MF,Mateo Kova?i?,06-05-94,39,1,Spain Real Madrid
29,Croatia,D,MF,Milan Badelj,25-02-89,36,1,Italy Fiorentina
31,Iceland,D,DF,Ari Freyr Skúlason,14-05-87,54,0,Belgium Lokeren
33,Iceland,D,DF,Birkir Már Sævarsson,11-11-84,78,1,Iceland Valur
27,Iceland,D,DF,Hólmar Örn Eyjólfsson,06-08-90,9,1,Bulgaria Levski Sofia
25,Iceland,D,DF,Hörður Björgvin Magnússon,11-02-93,15,2,England Bristol City
35,Iceland,D,DF,Kári Árnason,13-10-82,65,4,Scotland Aberdeen
31,Iceland,D,DF,Ragnar Sigurðsson,19-06-86,75,3,Russia Rostov
22,Iceland,D,DF,Samúel Friðjónsson,22-02-96,3,0,Norway Vålerenga
24,Iceland,D,DF,Sverrir Ingi Ingason,05-08-93,18,3,Russia Rostov
20,Iceland,D,FW,Albert Guðmundsson,15-06-97,4,3,Netherlands PSV Eindhoven
29,Iceland,D,FW,Alfreð Finnbogason,01-02-89,45,11,Germany FC Augsburg
27,Iceland,D,FW,Björn Bergmann Sigurðarson,26-02-91,10,1,Russia Rostov
26,Iceland,D,FW,Jón Daði Böðvarsson,25-05-92,36,2,England Reading
23,Iceland,D,GK,Frederik Schram,19-01-95,3,0,Denmark Roskilde
34,Iceland,D,GK,Hannes Þór Halldórsson,27-04-84,48,0,Denmark Randers
23,Iceland,D,GK,Rúnar Alex Rúnarsson,18-02-95,3,0,Denmark Nordsjælland
25,Iceland,D,MF,Arnór Ingvi Traustason,30-04-93,18,5,Sweden Malmö
29,Iceland,D,MF,Aron Gunnarsson (captain),22-04-89,77,2,Wales Cardiff City
30,Iceland,D,MF,Birkir Bjarnason,27-05-88,65,9,England Aston Villa
33,Iceland,D,MF,Emil Hallfreðsson,29-06-84,62,1,Italy Udinese
28,Iceland,D,MF,Gylfi Sigurðsson,08-09-89,55,18,England Everton
27,Iceland,D,MF,Jóhann Berg Guðmundsson,27-10-90,65,7,England Burnley
35,Iceland,D,MF,Ólafur Ingi Skúlason,01-04-83,35,1,Turkey Kardemir Karabükspor
30,Iceland,D,MF,Rúrik Gíslason,25-02-88,45,3,Germany SV Sandhausen
26,Nigeria,D,DF,Brian Idowu,18-05-92,3,1,Russia Amkar Perm
21,Nigeria,D,DF,Chidozie Awaziem,01-01-97,4,0,France Nantes
30,Nigeria,D,DF,Elderson Echiéjilé,20-01-88,60,3,Belgium Cercle Brugge
24,Nigeria,D,DF,Kenneth Omeruo,17-10-93,37,0,Turkey Kas?mpa?a
29,Nigeria,D,DF,Leon Balogun,28-06-88,16,0,Germany Mainz 05
25,Nigeria,D,DF,Shehu Abdullahi,12-03-93,22,0,Turkey Bursaspor
22,Nigeria,D,DF,Tyronne Ebuehi,16-12-95,4,0,Netherlands ADO Den Haag
24,Nigeria,D,DF,William Troost-Ekong,01-09-93,19,0,Turkey Bursaspor
25,Nigeria,D,FW,Ahmed Musa,14-10-92,69,13,Russia CSKA Moscow
21,Nigeria,D,FW,Kelechi Iheanacho,03-10-96,15,8,England Leicester City
28,Nigeria,D,FW,Odion Ighalo,16-06-89,17,4,China Changchun Yatai
26,Nigeria,D,FW,Simeon Nwankwo,07-05-92,0,0,Italy Crotone
31,Nigeria,D,GK,Daniel Akpeyi,03-08-86,7,0,South Africa Chippa United
19,Nigeria,D,GK,Francis Uzoho,28-10-98,3,0,Spain Deportivo Fabril
29,Nigeria,D,GK,Ikechukwu Ezenwa,16-10-88,24,0,Nigeria Enyimba
22,Nigeria,D,MF,Alex Iwobi,03-05-96,16,4,England Arsenal
27,Nigeria,D,MF,Joel Obi,22-05-91,15,0,Italy Torino
31,Nigeria,D,MF,John Obi Mikel (captain),22-04-87,83,6,China Tianjin TEDA
30,Nigeria,D,MF,John Ogu,20-04-88,18,2,Israel Hapoel Be'er Sheva
25,Nigeria,D,MF,Ogenyi Onazi,25-12-92,50,1,Turkey Trabzonspor
22,Nigeria,D,MF,Oghenekaro Etebo,09-11-95,12,1,Spain Las Palmas
27,Nigeria,D,MF,Victor Moses,12-12-90,32,11,England Chelsea
21,Nigeria,D,MF,Wilfred Ndidi,16-12-96,16,0,England Leicester City
26,Brazil,E,DF,Danilo,15-07-91,16,0,England Manchester City
29,Brazil,E,DF,Fagner,11-06-89,4,0,Brazil Corinthians
32,Brazil,E,DF,Filipe Luís,09-08-85,31,2,Spain Atlético Madrid
30,Brazil,E,DF,Marcelo,12-05-88,52,6,Spain Real Madrid
24,Brazil,E,DF,Marquinhos,14-05-94,24,0,France Paris Saint-Germain
33,Brazil,E,DF,Miranda,07-09-84,45,2,Italy Internazionale
32,Brazil,E,DF,Pedro Geromel,21-09-85,2,0,Brazil Grêmio
33,Brazil,E,DF,Thiago Silva,22-09-84,69,5,France Paris Saint-Germain
27,Brazil,E,FW,Douglas Costa,14-09-90,24,3,Italy Juventus
21,Brazil,E,FW,Gabriel Jesus,03-04-97,15,9,England Manchester City
26,Brazil,E,FW,Neymar,05-02-92,83,53,France Paris Saint-Germain
26,Brazil,E,FW,Roberto Firmino,02-10-91,19,5,England Liverpool
30,Brazil,E,FW,Taison,13-01-88,6,1,Ukraine Shakhtar Donetsk
25,Brazil,E,GK,Alisson,02-10-92,24,0,Italy Roma
31,Brazil,E,GK,Cássio,06-06-87,1,0,Brazil Corinthians
24,Brazil,E,GK,Ederson,17-08-93,1,0,England Manchester City
26,Brazil,E,MF,Casemiro,23-02-92,22,0,Spain Real Madrid
33,Brazil,E,MF,Fernandinho,04-05-85,42,2,England Manchester City
25,Brazil,E,MF,Fred,05-03-93,7,0,Ukraine Shakhtar Donetsk
29,Brazil,E,MF,Paulinho,25-07-88,48,12,Spain Barcelona
26,Brazil,E,MF,Philippe Coutinho,12-06-92,35,9,Spain Barcelona
30,Brazil,E,MF,Renato Augusto,08-02-88,28,5,China Beijing Sinobo Guoan
29,Brazil,E,MF,Willian,09-08-88,55,8,England Chelsea
28,Costa Rica,E,DF,Bryan Oviedo,18-02-90,41,1,England Sunderland
28,Costa Rica,E,DF,Cristian Gamboa,24-10-89,65,3,Scotland Celtic
25,Costa Rica,E,DF,Francisco Calvo,08-07-92,35,3,United States Minnesota United
30,Costa Rica,E,DF,Giancarlo González,08-02-88,67,2,Italy Bologna
20,Costa Rica,E,DF,Ian Smith,06-03-98,1,0,Sweden Norrköping
34,Costa Rica,E,DF,Johnny Acosta,21-07-83,67,2,Colombia Águilas Doradas
30,Costa Rica,E,DF,Kendall Waston,01-01-88,24,3,Canada Vancouver Whitecaps FC
29,Costa Rica,E,DF,Óscar Duarte,03-06-89,37,2,Spain Espanyol
23,Costa Rica,E,DF,Rónald Matarrita,09-07-94,21,2,United States New York City FC
32,Costa Rica,E,FW,Bryan Ruiz (captain),18-08-85,109,23,Portugal Sporting CP
25,Costa Rica,E,FW,Joel Campbell,26-06-92,76,14,Spain Real Betis
29,Costa Rica,E,FW,Johan Venegas,27-11-88,44,9,Costa Rica Saprissa
28,Costa Rica,E,FW,Marco Ureña,05-03-90,62,15,United States Los Angeles FC
31,Costa Rica,E,GK,Keylor Navas,15-12-86,78,0,Spain Real Madrid
28,Costa Rica,E,GK,Leonel Moreira,02-04-90,8,0,Costa Rica Herediano
36,Costa Rica,E,GK,Patrick Pemberton,24-05-82,39,0,Costa Rica Alajuelense
30,Costa Rica,E,MF,Celso Borges,27-05-88,110,21,Spain Deportivo La Coruña
34,Costa Rica,E,MF,Christian Bolaños,30-05-84,79,6,Costa Rica Saprissa
33,Costa Rica,E,MF,Daniel Colindres,28-05-85,10,0,Costa Rica Saprissa
28,Costa Rica,E,MF,David Guzmán,18-02-90,40,0,United States Portland Timbers
33,Costa Rica,E,MF,Randall Azofeifa,30-12-84,57,3,Costa Rica Herediano
29,Costa Rica,E,MF,Rodney Wallace,17-06-88,30,4,United States New York City FC
26,Costa Rica,E,MF,Yeltsin Tejeda,17-03-92,48,0,Switzerland Lausanne
32,Serbia,E,DF,Aleksandar Kolarov (captain),10-11-85,74,10,Italy Roma
34,Serbia,E,DF,Antonio Rukavina,26-01-84,45,0,Spain Villarreal
34,Serbia,E,DF,Branislav Ivanovi?,22-02-84,102,12,Russia Zenit Saint Petersburg
33,Serbia,E,DF,Duško Toši?,19-01-85,22,1,Turkey Be?ikta?
27,Serbia,E,DF,Milan Rodi?,02-04-91,0,0,Serbia Red Star Belgrade
22,Serbia,E,DF,Miloš Veljkovi?,26-09-95,2,0,Germany Werder Bremen
20,Serbia,E,DF,Nikola Milenkovi?,12-10-97,1,0,Italy Fiorentina
25,Serbia,E,DF,Uroš Spaji?,13-02-93,5,0,Belgium Anderlecht
23,Serbia,E,FW,Aleksandar Mitrovi?,16-09-94,35,13,England Fulham
28,Serbia,E,FW,Aleksandar Prijovi?,21-04-90,8,1,Greece PAOK
20,Serbia,E,FW,Luka Jovi?,23-12-97,0,0,Germany Eintracht Frankfurt
26,Serbia,E,GK,Marko Dmitrovi?,24-01-92,2,0,Spain Eibar
22,Serbia,E,GK,Predrag Rajkovi?,31-10-95,7,0,Israel Maccabi Tel Aviv
34,Serbia,E,GK,Vladimir Stojkovi?,28-07-83,79,0,Serbia Partizan
26,Serbia,E,MF,Adem Ljaji?,29-09-91,27,5,Italy Torino
21,Serbia,E,MF,Andrija Živkovi?,11-07-96,9,0,Portugal Benfica
29,Serbia,E,MF,Dušan Tadi?,20-11-88,51,13,England Southampton
25,Serbia,E,MF,Filip Kosti?,01-11-92,21,2,Germany Hamburger SV
27,Serbia,E,MF,Luka Milivojevi?,07-04-91,26,1,England Crystal Palace
22,Serbia,E,MF,Marko Gruji?,13-04-96,6,0,Wales Cardiff City
29,Serbia,E,MF,Nemanja Mati?,01-08-88,38,2,England Manchester United
22,Serbia,E,MF,Nemanja Radonji?,15-02-96,1,0,Serbia Red Star Belgrade
23,Serbia,E,MF,Sergej Milinkovi?-Savi?,27-02-95,2,0,Italy Lazio
26,Switzerland,E,DF,Fabian Schär,20-12-91,37,7,Spain Deportivo La Coruña
27,Switzerland,E,DF,François Moubandje,21-06-90,16,0,France Toulouse
31,Switzerland,E,DF,Johan Djourou,18-01-87,73,2,Turkey Antalyaspor
22,Switzerland,E,DF,Manuel Akanji,19-07-95,5,0,Germany Borussia Dortmund
27,Switzerland,E,DF,Michael Lang,08-02-91,23,2,Switzerland Basel
21,Switzerland,E,DF,Nico Elvedi,30-09-96,5,0,Germany Borussia Mönchengladbach
25,Switzerland,E,DF,Ricardo Rodríguez,25-08-92,51,3,Italy Milan
34,Switzerland,E,DF,Stephan Lichtsteiner (captain),16-01-84,98,8,Italy Juventus
21,Switzerland,E,FW,Breel Embolo,14-02-97,23,3,Germany Schalke 04
26,Switzerland,E,FW,Haris Seferovi?,22-02-92,49,11,Portugal Benfica
25,Switzerland,E,FW,Josip Drmi?,08-08-92,27,9,Germany Borussia Mönchengladbach
28,Switzerland,E,FW,Mario Gavranovi?,24-11-89,13,5,Croatia Dinamo Zagreb
27,Switzerland,E,GK,Roman Bürki,14-11-90,8,0,Germany Borussia Dortmund
29,Switzerland,E,GK,Yann Sommer,17-12-88,34,0,Germany Borussia Mönchengladbach
24,Switzerland,E,GK,Yvon Mvogo,06-06-94,0,0,Germany RB Leipzig
32,Switzerland,E,MF,Blerim Džemaili,12-04-86,63,9,Italy Bologna
21,Switzerland,E,MF,Denis Zakaria,20-11-96,9,0,Germany Borussia Mönchengladbach
31,Switzerland,E,MF,Gelson Fernandes,02-09-86,66,2,Germany Eintracht Frankfurt
25,Switzerland,E,MF,Granit Xhaka,27-09-92,61,9,England Arsenal
26,Switzerland,E,MF,Remo Freuler,15-04-92,9,0,Italy Atalanta
26,Switzerland,E,MF,Steven Zuber,17-08-91,10,3,Germany 1899 Hoffenheim
33,Switzerland,E,MF,Valon Behrami,19-04-85,77,2,Italy Udinese
26,Switzerland,E,MF,Xherdan Shaqiri,10-10-91,68,20,England Stoke City
25,Germany,F,DF,Antonio Rüdiger,03-03-93,23,1,England Chelsea
29,Germany,F,DF,Jérôme Boateng,03-09-88,70,1,Germany Bayern Munich
28,Germany,F,DF,Jonas Hector,27-05-90,36,3,Germany 1. FC Köln
23,Germany,F,DF,Joshua Kimmich,08-02-95,27,3,Germany Bayern Munich
26,Germany,F,DF,Marvin Plattenhardt,26-01-92,6,0,Germany Hertha BSC
29,Germany,F,DF,Mats Hummels,16-12-88,63,5,Germany Bayern Munich
24,Germany,F,DF,Matthias Ginter,19-01-94,17,0,Germany Borussia Mönchengladbach
22,Germany,F,DF,Niklas Süle,03-09-95,9,0,Germany Bayern Munich
32,Germany,F,FW,Mario Gómez,10-07-85,73,31,Germany VfB Stuttgart
28,Germany,F,FW,Thomas Müller,13-09-89,90,38,Germany Bayern Munich
22,Germany,F,FW,Timo Werner,06-03-96,12,7,Germany RB Leipzig
27,Germany,F,GK,Kevin Trapp,08-07-90,3,0,France Paris Saint-Germain
32,Germany,F,GK,Manuel Neuer (captain),27-03-86,74,0,Germany Bayern Munich
26,Germany,F,GK,Marc-André ter Stegen,30-04-92,19,0,Spain Barcelona
27,Germany,F,MF,?lkay Gündo?an,24-10-90,24,4,England Manchester City
22,Germany,F,MF,Julian Brandt,02-05-96,14,1,Germany Bayer Leverkusen
24,Germany,F,MF,Julian Draxler,20-09-93,42,6,France Paris Saint-Germain
23,Germany,F,MF,Leon Goretzka,06-02-95,14,6,Germany Schalke 04
29,Germany,F,MF,Marco Reus,31-05-89,29,9,Germany Borussia Dortmund
29,Germany,F,MF,Mesut Özil,15-10-88,89,22,England Arsenal
31,Germany,F,MF,Sami Khedira,04-04-87,73,7,Italy Juventus
28,Germany,F,MF,Sebastian Rudy,28-02-90,24,1,Germany Bayern Munich
28,Germany,F,MF,Toni Kroos,04-01-90,82,12,Spain Real Madrid
24,Mexico,F,DF,Carlos Salcedo,29-09-93,18,0,Germany Eintracht Frankfurt
25,Mexico,F,DF,Diego Reyes,19-09-92,55,1,Portugal Porto
20,Mexico,F,DF,Edson Álvarez,24-10-97,10,1,Mexico América
30,Mexico,F,DF,Héctor Moreno,17-01-88,91,3,Spain Real Sociedad
31,Mexico,F,DF,Hugo Ayala,31-03-87,40,1,Mexico UANL
23,Mexico,F,DF,Jesús Gallardo,14-08-94,20,0,Mexico UNAM
29,Mexico,F,DF,Miguel Layún,25-06-88,62,6,Spain Sevilla
29,Mexico,F,FW,Carlos Vela,01-03-89,67,18,United States Los Angeles FC
22,Mexico,F,FW,Hirving Lozano,30-07-95,26,7,Netherlands PSV Eindhoven
28,Mexico,F,FW,Javier Aquino,11-02-90,51,0,Mexico UANL
30,Mexico,F,FW,Javier Hernández,01-06-88,100,49,England West Ham United
25,Mexico,F,FW,Jesús Manuel Corona,06-01-93,33,7,Portugal Porto
34,Mexico,F,FW,Oribe Peralta,12-01-84,64,26,Mexico América
27,Mexico,F,FW,Raúl Jiménez,05-05-91,62,13,Portugal Benfica
35,Mexico,F,GK,Alfredo Talavera,18-09-82,27,0,Mexico Toluca
32,Mexico,F,GK,Guillermo Ochoa,13-07-85,92,0,Belgium Standard Liège
37,Mexico,F,GK,José de Jesús Corona,28-01-81,51,0,Mexico Cruz Azul
31,Mexico,F,MF,Andrés Guardado (captain),28-09-86,144,25,Spain Real Betis
29,Mexico,F,MF,Giovani dos Santos,11-05-89,102,18,United States LA Galaxy
28,Mexico,F,MF,Héctor Herrera,19-04-90,63,5,Portugal Porto
28,Mexico,F,MF,Jonathan dos Santos,26-04-90,29,0,United States LA Galaxy
28,Mexico,F,MF,Marco Fabián,21-07-89,36,9,Germany Eintracht Frankfurt
39,Mexico,F,MF,Rafael Márquez,13-02-79,143,18,Mexico Atlas
30,South Korea,F,DF,Go Yo-han,10-03-88,18,0,South Korea FC Seoul
27,South Korea,F,DF,Hong Chul,17-09-90,13,0,South Korea Sangju Sangmu
26,South Korea,F,DF,Jang Hyun-soo,28-09-91,49,3,Japan FC Tokyo
24,South Korea,F,DF,Jung Seung-hyun,03-04-94,4,0,Japan Sagan Tosu
28,South Korea,F,DF,Kim Min-woo,25-02-90,16,1,South Korea Sangju Sangmu
28,South Korea,F,DF,Kim Young-gwon,27-02-90,50,2,China Guangzhou Evergrande
31,South Korea,F,DF,Lee Yong,24-12-86,24,0,South Korea Jeonbuk Hyundai Motors
30,South Korea,F,DF,Oh Ban-suk,20-05-88,0,0,South Korea Jeju United
31,South Korea,F,DF,Park Joo-ho,16-01-87,34,0,South Korea Ulsan Hyundai
29,South Korea,F,DF,Yun Young-sun,04-10-88,4,0,South Korea Seongnam FC
22,South Korea,F,FW,Hwang Hee-chan,26-01-96,11,2,Austria Red Bull Salzburg
30,South Korea,F,FW,Kim Shin-wook,14-04-88,46,10,South Korea Jeonbuk Hyundai Motors
25,South Korea,F,FW,Son Heung-min,08-07-92,63,20,England Tottenham Hotspur
26,South Korea,F,GK,Cho Hyun-woo,25-09-91,4,0,South Korea Daegu FC
30,South Korea,F,GK,Kim Jin-hyeon,06-07-87,14,0,Japan Cerezo Osaka
27,South Korea,F,GK,Kim Seung-gyu,30-09-90,31,0,Japan Vissel Kobe
27,South Korea,F,MF,Ju Se-jong,30-10-90,8,1,South Korea Asan Mugunghwa
28,South Korea,F,MF,Jung Woo-young,14-12-89,26,1,Japan Vissel Kobe
29,South Korea,F,MF,Ki Sung-yueng (captain),24-01-89,99,10,Wales Swansea City
29,South Korea,F,MF,Koo Ja-cheol,27-02-89,65,19,Germany FC Augsburg
25,South Korea,F,MF,Lee Jae-sung,10-08-92,32,5,South Korea Jeonbuk Hyundai Motors
20,South Korea,F,MF,Lee Seung-woo,06-01-98,0,0,Italy Hellas Verona
26,South Korea,F,MF,Moon Seon-min,09-06-92,0,0,South Korea Incheon United
33,Sweden,F,DF,Andreas Granqvist (captain),16-04-85,70,6,Russia Krasnodar
23,Sweden,F,DF,Emil Krafth,02-08-94,11,0,Italy Bologna
25,Sweden,F,DF,Filip Helander,22-04-93,4,0,Italy Bologna
24,Sweden,F,DF,Ludwig Augustinsson,21-04-94,14,0,Germany Werder Bremen
30,Sweden,F,DF,Martin Olsson,17-05-88,42,5,Wales Swansea City
31,Sweden,F,DF,Mikael Lustig,13-12-86,64,6,Scotland Celtic
27,Sweden,F,DF,Pontus Jansson,13-02-91,14,0,England Leeds United
23,Sweden,F,DF,Victor Lindelöf,17-07-94,19,1,England Manchester United
25,Sweden,F,FW,Isaac Kiese Thelin,24-06-92,18,2,Belgium Waasland-Beveren
26,Sweden,F,FW,John Guidetti,15-04-92,20,1,Spain Alavés
31,Sweden,F,FW,Marcus Berg,17-08-86,55,18,United Arab Emirates Al Ain
31,Sweden,F,FW,Ola Toivonen,03-07-86,57,13,France Toulouse
28,Sweden,F,GK,Karl-Johan Johnsson,28-01-90,5,0,France Guingamp
28,Sweden,F,GK,Kristoffer Nordfeldt,23-06-89,8,0,Wales Swansea City
28,Sweden,F,GK,Robin Olsen,08-01-90,16,0,Denmark Copenhagen
28,Sweden,F,MF,Albin Ekdal,28-07-89,32,0,Germany Hamburger SV
26,Sweden,F,MF,Emil Forsberg,23-10-91,34,6,Germany RB Leipzig
31,Sweden,F,MF,Gustav Svensson,07-02-87,11,0,United States Seattle Sounders FC
29,Sweden,F,MF,Jimmy Durmaz,22-03-89,44,3,France Toulouse
27,Sweden,F,MF,Marcus Rohdén,11-05-91,10,1,Italy Crotone
25,Sweden,F,MF,Oscar Hiljemark,28-06-92,20,2,Italy Genoa
33,Sweden,F,MF,Sebastian Larsson,06-06-85,98,6,England Hull City
26,Sweden,F,MF,Viktor Claesson,02-01-92,21,3,Russia Krasnodar
27,Belgium,G,DF,Dedryck Boyata,28-11-90,4,0,Scotland Celtic
31,Belgium,G,DF,Jan Vertonghen,24-04-87,99,8,England Tottenham Hotspur
26,Belgium,G,DF,Thomas Meunier,12-09-91,22,5,France Paris Saint-Germain
32,Belgium,G,DF,Thomas Vermaelen,14-11-85,64,1,Spain Barcelona
29,Belgium,G,DF,Toby Alderweireld,02-03-89,71,3,England Tottenham Hotspur
32,Belgium,G,DF,Vincent Kompany,10-04-86,73,4,England Manchester City
31,Belgium,G,FW,Dries Mertens,06-05-87,64,13,Italy Napoli
24,Belgium,G,FW,Michy Batshuayi,02-10-93,13,5,Germany Borussia Dortmund
25,Belgium,G,FW,Romelu Lukaku,13-05-93,63,30,England Manchester United
25,Belgium,G,GK,Koen Casteels,25-06-92,0,0,Germany VfL Wolfsburg
30,Belgium,G,GK,Simon Mignolet,06-03-88,21,0,England Liverpool
26,Belgium,G,GK,Thibaut Courtois,11-05-92,55,0,England Chelsea
23,Belgium,G,MF,Adnan Januzaj,05-02-95,6,0,Spain Real Sociedad
29,Belgium,G,MF,Axel Witsel,12-01-89,85,9,China Tianjin Quanjian
27,Belgium,G,MF,Eden Hazard (captain),07-01-91,81,21,England Chelsea
26,Belgium,G,MF,Kevin De Bruyne,28-06-91,56,13,England Manchester City
23,Belgium,G,MF,Leander Dendoncker,15-04-95,4,0,Belgium Anderlecht
30,Belgium,G,MF,Marouane Fellaini,22-11-87,78,16,England Manchester United
30,Belgium,G,MF,Mousa Dembélé,16-07-87,73,5,England Tottenham Hotspur
28,Belgium,G,MF,Nacer Chadli,02-08-89,40,4,England West Bromwich Albion
25,Belgium,G,MF,Thorgan Hazard,29-03-93,7,1,Germany Borussia Mönchengladbach
24,Belgium,G,MF,Yannick Carrasco,04-09-93,22,5,China Dalian Yifang
21,Belgium,G,MF,Youri Tielemans,07-05-97,7,0,France Monaco
32,England,G,DF,Ashley Young,09-07-85,33,7,England Manchester United
27,England,G,DF,Danny Rose,02-07-90,16,0,England Tottenham Hotspur
28,England,G,DF,Fabian Delph,21-11-89,9,0,England Manchester City
32,England,G,DF,Gary Cahill,19-12-85,58,4,England Chelsea
25,England,G,DF,Harry Maguire,05-03-93,4,0,England Leicester City
24,England,G,DF,John Stones,28-05-94,24,0,England Manchester City
27,England,G,DF,Kieran Trippier,19-09-90,5,0,England Tottenham Hotspur
28,England,G,DF,Kyle Walker,28-05-90,34,0,England Manchester City
26,England,G,DF,Phil Jones,21-02-92,24,0,England Manchester United
19,England,G,DF,Trent Alexander-Arnold,07-10-98,0,0,England Liverpool
27,England,G,FW,Danny Welbeck,26-11-90,37,15,England Arsenal
24,England,G,FW,Harry Kane (captain),28-07-93,24,13,England Tottenham Hotspur
31,England,G,FW,Jamie Vardy,11-01-87,21,7,England Leicester City
20,England,G,FW,Marcus Rashford,31-10-97,17,2,England Manchester United
